Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|em milhares|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|em milhares|consolid:sim*,Receita|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da empresa|em milhares|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,%AcPoss|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,%AcPoss|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,%AcPoss|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,%AcPoss|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,%AcPoss|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,%AcPoss|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,%AcPoss|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,%AcPoss|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,%AcPoss|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,%AcPoss|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,%AcPoss|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,%AcPoss|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,%AcPoss|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,%AcPoss|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,%AcPoss|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,%AcPoss|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,%AcPoss|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,%AcPoss|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,%AcPoss|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,%AcPoss|31/12/2011|10.Maior|Com Voto
Sul America,ON,29978814000187,BR,ativo,2112,Seguradora,Finanças e Seguros,Ação,Bovespa,SULA3,BRSULAACNOR2,12,13418826,3076514,8944547,2273957,445682,Real,830435,0.52635284437,3.6414795515,10.56355822,0.46285504954,-,-,Ing Insurance International BV,31.5,Isabelle Rose Marie de Segur Lamoignon,2.4,Sophie Marie Antoinette de Segur,2.4,Acoes em Tesouraria,2.4,Christiane Claude de Larragoiti Lucas,1.7,Chantal de Larragoiti Lucas,1.7,Patrick Antonio Claude de Larragoiti Lucas,1.7,-,0,-,-,-,-,Sulasapar Participacoes S/A,59,Ing Insurance International BV,12.8,Isabelle Rose Marie de Segur Lamoignon,1,Sophie Marie Antoinette de Segur,1.0,Acoes em Tesouraria,1,Christiane Claude de Larragoiti Lucas,1,Chantal de Larragoiti Lucas,0.7,Patrick Antonio Claude de Larragoiti Lucas,1,-,-,-,-
Sultepa,ON,89723993000133,BR,ativo,1303,"Construção de estradas, ruas, pontes e tuneis",Construção,Ação,Bovespa,SULT3,BRSULTACNOR2,12,937943,270840,161462,22501,-2008,Real,12600,-0.15936507936,21.495238095,12.814444444,0.39561,10.8,8.8,Investnorte Cvmc Ltda,35.8,Portella Nunes Participacoes SA,0.5,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sultepa Participacoes Ltda,61,Portella Nunes Participacoes SA,27.0,Investnorte Cvmc Ltda,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Suzano Hold,ON,60651809000105,BR,ativo,906,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,NEMO3,BRNEMOACNOR6,12,21990226,2794802,4852263,1080101,17189,Real,126753,0.13561020252,22.049198047,38.281247781,0.2218,-,-,Fanny Feffer,25.9,Daniel Feffer,17.8,David Feffer,17.8,Jorge Feffer,17.7,Ruben Feffer,17.7,-,-,-,-,-,-,-,-,-,-,Fanny Feffer,28,Daniel Feffer,18.1,David Feffer,18,Jorge Feffer,18.1,Ruben Feffer,18,-,-,-,-,-,-,-,-,-,-
Suzano Papel,ON,16404287000155,BR,ativo,1398,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,SUZB3,BRSUZBACNOR0,12,21657079,9673549,4847988,1076051,29891,Real,397951,0.075112262565,24.308392239,12.182374211,0.25777,-,-,Bndespar - BNDES Participacoes SA,6.6,Mackenzie Financial Corporation,6.1,David Feffer,5.2,Acoes em Tesouraria,1.5,Suzano Holding S/A,0.3,-,0.0,-,-,-,-,-,-,-,-,Suzano Holding S/A,88,Iplf Holding S/A,7.1,Acoes em Tesouraria,5,David Feffer,0.0,-,0,-,0,-,-,-,-,-,-,-,-
Taesa,ON,7859971000130,BR,ativo,2025,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,TAEE3,BRTRNAACNOR2,12,6490580,2252472,997244,933154,495399,Real,263499,1.8800792413,8.5483132763,3.7846215735,1.54535213,-,-,Cemig Geracao e Transmissao S.A,86.2,Newton Investment Management Ltd.,7.1,Claritas Administracao de Recursos Ltda,5.9,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,Fundo de Investimentos em Participacoes Coliseu - FIP Coliseu,50,Cemig Geracao e Transmissao S.A,48.0,Newton Investment Management Ltd.,1,Claritas Administracao de Recursos Ltda,0.9,Conselheiros,0,Pessoas Vinculadas,0,-,-,-,-,-,-,-,-
Tarpon Inv,ON,5341549000163,BR,ativo,2171,Outras atividades relacionadas a investimentos financeiros,Finanças e Seguros,Ação,Bovespa,TRPN3,BRTRPNACNOR0,12,126675,51108,242199,242199,109503,Real,48193,2.3390106874,1.0604859627,5.1734294902,2.71947134,18.8,15.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Silver King Participacoes Ltda.,44,Passport,18.7,Eton Park Fund LP/Ep Tisdale Llc,6,Jose Carlos Reis M. Neto,4.5,Eduardo Silveira Mufarej,2,Pedro de Andrade Faria,2,Fernando Shayer,1.4,Marcelo Guimaraes Lopo Lima,1,Clube de Investimentos Trpn3,0,-,-
Tec Blumenau,ON,8424178000171,BR,ativo,1121,Indústria de roupas de tecido,Textil,Ação,Bovespa,TENE3,BRTENEACNOR2,12,7713,-29841,0,0,-7031,Real,1207,-5.8259492323,-24.727562602,0,0,-,-,Fundo de Invest. do Nordeste-Finor,70.8,Sao Bento Textil Ltda,11.0,Itapissuma Agro. Ind. Merc. Ltda,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sao Bento Textil Ltda,54,Itapissuma Agro. Ind. Merc. Ltda,45.1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tecel S Jose,ON,17159005000164,BR,ativo,598,Tecelagens,Textil,Ação,Bovespa,SJOS3,BRSJOSACNOR1,12,21191,-109594,0,0,-15543,Real,12496,-1.2383038549,-8.7703265045,0,0,-,-,Encopar-Emp. Nac. Com. Cred. e Part,31.5,Oscar Augusto Rache Ferreira,0.1,Jose Publio Rache Ferreira,0.0,Maria Olga Ferreira de Melo,0.0,Vera Lydia Ferreira Durso,0.0,Acoes em Tesouraria,0.0,-,0.0,-,-,-,-,-,-,Encopar-Emp. Nac. Com. Cred. e Part,37,Oscar Augusto Rache Ferreira,29.6,Maria Olga Ferreira de Melo,8,Jose Publio Rache Ferreira,7.0,Atalo Durso,5,Vera Lydia Ferreira Durso,3,Acoes em Tesouraria,0.0,-,-,-,-,-,-
Technos,ON,9295063000197,BR,ativo,2251,Outras indústrias,Outros,Ação,Bovespa,TECN3,BRTECNACNOR6,12,463585,366814,262030,166166,88957,Real,76175,1.2635836602,4.8153988583,3.721987325,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gmt FIP,63,BNY Mellon ARX Investimentos Ltda,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tecnisa,ON,8065557000112,BR,ativo,2043,Construção de edifícios residenciais,Construção,Ação,Bovespa,TCSA3,BRTCSAACNOR3,12,3943761,1505230,1596145,387798,144411,Real,182803,0.79722872726,8.2341646472,8.8116047037,0.256523,2.6,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jar Participacoes Ltda,43,Credit Suisse Hedging-Griffo C. V. S/A,9.1,Geracao Futuro L Par FIA,9,Meyer Joseph Nigri,4.9,Lilian Raquel Czeresnia Nigri,1,Acoes em Tesouraria,0,Conselheiros e Diretores,0.2,-,-,-,-,-,-
Tecnosolo,ON,33111246000190,BR,ativo,1120,"Consultoria administrativa, científica e técnica",Outros,Ação,Bovespa,TCNO3,BRTCNOACNOR5,12,185269,70490,102512,28836,6935,Real,96000,0.072239583333,0.73427083333,1.0678333333,0,0.0,0.0,Falkon Equities Llc,72.6,Aldo Vieira de Camargo,6.4,Carlos Ribeiro Mosso,0.9,Marnio Everton Araujo Camacho,0.0,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,Marnio Everton Araujo Camacho,16,Katia Mosso Ferreira,13.7,Carlos Ribeiro Mosso,7,Andre Luiz Cavalcante Moraes Camach,4.0,Marcelo Senges Carneiro,3,-,0,-,0.0,-,-,-,-,-,-
Tectoy,ON,22770366000182,BR,ativo,1413,Outras outras indústrias,Outros,Ação,Bovespa,TOYB3,BRTOYBACNOR4,12,56399,18723,103148,22294,-6777,Real,1322640735,-0.0000059844985419,0.000014155771483,0.000091085886912,0,0.0,0.0,Eagle Brazil Invest.L.P.,16.9,Steluc Participacoes Ltda,12.5,Stefano Adolfo Prado Arnhold,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eagle Brazil Invest.L.P.,25,Steluc Participacoes Ltda,24.0,Stefano Adolfo Prado Arnhold,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tegma,ON,2351144000118,BR,ativo,2080,Atividades auxiliares ao transporte,Transporte Serviç,Ação,Bovespa,TGMA3,BRTGMAACNOR7,12,953130,404086,1509364,259646,97378,Real,65938,1.4768115502,6.1282720131,22.890654858,1.0009446036,3.9,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Transportadora Sinimbu S/A,40,Coimex Empreendimentos e Participacoes Ltda.,25.4,Fidelity Investments,5,Dynamo Administracao de Recursos Ltda,2.7,Dynamo Internacional Gestao de Recursos Ltda.,3,Fernando Luiz Schettino Moreira,0,Acoes em Tesouraria,0.1,Maria Thereza Moreira Franco,0,Mario Sergio Moreira Franco,0,Ana Lucia Moreira Franco Ballve,0.0
Teka,ON,82636986000155,BR,ativo,1122,Indústria de roupas de tecido,Textil,Ação,Bovespa,TEKA3,BRTEKAACNOR6,12,508312,-870490,264810,36194,-194662,Real,38359,-5.0747412602,-22.693240178,6.9034646367,0,0.0,0.0,Cell Part. e Adm. Ltda,19.0,Clube de Investimentos Sol,6.0,Monte Claro Partic e Serv Ltda,2.0,Previ Cx Prev Funcs Bco Brasil,0.4,-,-,-,-,-,-,-,-,-,-,-,-,Monte Claro Partic e Serv Ltda,85,Previ Cx Prev Funcs Bco Brasil,1.7,Cell Part. e Adm. Ltda,1,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
Tekno,ON,33467572000134,BR,ativo,1123,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,TKNO3,BRTKNOACNOR8,12,272923,229235,144986,39440,25882,Real,2694,9.3474459681,82.773290696,52.362599534,6.7819831413,-,-,Eloisa Madeira Szanto,20.7,Estela Madeira do Val,20.5,Carlos Alberto de Almeida Borges,20.5,Joao Alberto de Almeida Borges,15.3,-,-,-,-,-,-,-,-,-,-,-,-,Estela Madeira do Val,27,Eloisa Madeira Szanto,26.8,Carlos Alberto de Almeida Borges,22,Joao Alberto de Almeida Borges,20.9,-,-,-,-,-,-,-,-,-,-,-,-
Tele Nort Cl,ON,2558154000129,BR,ativo,1760,Telecomunicações,Telecomunicações,Ação,Bovespa,TNCP3,BRTNCPACNOR2,12,17562219,11333429,9240404,4627259,1895462,Real,177858,10.657150093,63.72178367,51.953757109,7.7602232947,14.3,20.2,Telemar Norte Leste S/A,99.7,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telemar Norte Leste S/A,100,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Telebras,ON,336701000104,BR,ativo,1125,Telecomunicações,Telecomunicações,Ação,Bovespa,TELB3,BRTELBACNOR2,12,898578,-77998,99,68,-47909,Real,109697,-0.43674336057,-0.71103145086,0.0009024941597,0,0.0,0.0,Tamisa Fundo de Investimento Multimercad,20.0,Uniao Federal (Tesouro Nacional),0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),90,Tamisa Fundo de Investimento Multimercad,6.6,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Telef Brasil,ON,2558157000162,BR,ativo,1767,Telecomunicações,Telecomunicações,Ação,Bovespa,VIVT3,BRVIVTACNOR0,12,65489973,43325717,29128740,14748569,4355318,Real,1123885,4.701225206,38.549955734,31.442197036,4.8761353665,10.3,12.5,Telefonica Internacional S/A,36.5,Telefonica S.A,24.2,SP Telecomunicacoes Holding Ltda,3.9,Acoes em Tesouraria,0.2,Telefonica Chile SA,0.0,-,-,-,-,-,-,-,-,-,-,SP Telecomunicacoes Holding Ltda,50,Telefonica S.A,25.7,Telefonica Internacional S/A,15,Telefonica Chile SA,0.2,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-
Tempo Part,ON,6977739000134,BR,ativo,1991,Serviços ambulatoriais de saúde,Outros,Ação,Bovespa,TEMP3,BRTEMPACNOR0,12,542392,309467,1031618,245601,32142,Real,143468,0.21677444763,2.1570485407,6.9575142216,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"GP Investments, Ltd.",22,Dimas de Camargo Maia Filho,17.3,Tarpon Participacoes Ltda,15,Acoes em Tesouraria,8.1,-,-,-,-,-,-,-,-,-,-,-,-
Tereos,ON,11566501000156,BR,ativo,2213,Indústria de açúcar e produtos de confeitaria,Alimentos e Beb,Ação,Bovespa,TERI3,BRTERIACNOR4,9,9572000,2874000,5072000,933000,121000,Real,675579,0.3228415172,4.2541295497,9.7162029218,0.07718868,2.8,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tereos Agro-Industrie,83,Tereos do Brasil Participacoes Ltda,4.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tex Renaux,ON,82982075000180,BR,ativo,754,Tecelagens,Textil,Ação,Bovespa,TXRX3,BRTXRXACNOR3,12,252505,-120534,142176,51779,-15116,Real,42593,-0.35489517642,-2.829901627,3.3380243849,0,0.0,0.0,D & D Administradora de Bens Ltda,60.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,D & D Administradora de Bens Ltda,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Part S/A,ON,2558115000121,BR,ativo,1763,Telecomunicações,Telecomunicações,Ação,Bovespa,TIMP3,BRTIMPACNOR1,12,23438221,12956737,17085977,8524544,1281228,Real,2416837,0.5305746461,5.3610310904,7.075544868,0.2006,2.2,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tim Brasil Servicos e Participacoes S.A.,67,Acoes em Tesouraria,0.0,Administradores,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tim Part S/A,ON,-,BR,ativo,1763,Telecomunicações,Telecomunicações,"ADR,etc (emp estrang)",NYSE,TSU,US88706P2056,12,23438221,12956737,17085977,8524544,1281228,Real,2416837,-,-,-,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tim Brasil Servicos e Participacoes S.A.,67,Acoes em Tesouraria,0.0,Administradores,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Time For Fun,ON,2860694000162,BR,ativo,2245,Apresentações artísticas,Outros,Ação,Bovespa,SHOW3,BRSHOWACNOR7,12,673898,335177,609825,186909,60065,Real,69290,0.91135867268,4.8373069707,9.2527978451,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,F.A. Comercio e Participacoes S.A.,28,Gif-II - Fundo de Inv. em Participacoes,12.8,Cyrte Investments GP III B.V.,8,Fernando Luiz Alterio,7.8,Cie Internacional S.A. de Cv,6,Morgan Stanley Uruguay Ltda,5,Administradores,0.0,-,-,-,-,-,-
Totvs,ON,53113791000122,BR,ativo,1999,Editoras de software,Software e Dados,Ação,Bovespa,TOTS3,BRTOTSACNOR8,12,1337848,749867,1279160,867014,168903,Real,159467,1.06879633,4.7023395611,8.0943589721,0.601601,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lc Eh Part. e Empreendimentos S/A,17,Petros - Fund. Petrobras de Seg. Social,7.6,Bndespar - BNDES Participacoes SA,5,Laercio Jose de Cosentino,1.0,HG Senta Pua (Credit Suisse Corr),0,Ernesto Mario Haberkorn,0,-,-,-,-,-,-,-,-
Tractebel,ON,2474103000119,BR,ativo,1732,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,TBLE3,BRTBLEACNOR2,12,12371221,5447981,4326951,2466328,1447636,Real,652742,2.2177760496,8.3462982273,6.6288820503,1.639657452,5.5,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gdf Suez Energy Latin America Part. Ltda,69,Banco Classico S/A,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tran Paulist,ON,2998611000104,BR,ativo,1837,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,TRPL3,BRTRPLACNOR4,12,8409496,4539434,2900805,1577396,915260,Real,152661,6.017726324,29.735387558,19.072450024,5.906646,10.9,9.7,Eletrobras - Centrais Eletricas Brasileiras S.A.,53.9,Governo do Estado de Sao Paulo,10.6,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Isa Capital do Brasil S.A,90,Eletrobras - Centrais Eletricas Brasileiras S.A.,9.8,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trevisa,ON,92660570000126,BR,ativo,819,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,LUXM3,BRLUXMACNOR7,12,135218,79964,53517,13983,6953,Real,1751,3.9708737864,45.667618504,30.563677898,658,1.4,-,Fernando Ferreira Becker,14.5,Glarus S/A,14.3,Silvia Helena Becker Levi,9.4,Silvia Christina Mallmann Guariglia,4.2,Sandra Ines Mallmann Guariglia,3.6,Elmiro Lindemann,2.4,Juan Enrique Rassmuss,0.0,-,0,-,0.0,-,0.0,Glarus S/A,38,Becker Participacoes S/A,23.6,El Participacoes S/A,15,MG S/A Participacoes,12.7,Frederico Guilherme Madoerin,11,-,0,-,0.0,-,0,-,0,-,0.0
Trisul,ON,8811643000127,BR,ativo,2113,Construção de edifícios residenciais,Construção,Ação,Bovespa,TRIS3,BRTRISACNOR4,12,1664719,462970,782288,122439,-40422,Real,81799,-0.49416252032,5.6598491424,9.5635398966,0.113698418,4.0,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trisul Participacoes S/A,53,Polo Capital Internac Gestao de Recursos Ltda,14.4,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Triunfo Part,ON,3014553000191,BR,ativo,1933,Atividades auxiliares ao transporte rodoviário,Transporte Serviç,Ação,Bovespa,TPIS3,BRTPISACNOR8,12,3403687,1360542,695417,258612,22363,Real,146000,0.15317123288,9.3187808219,4.763130137,0.187756,2.0,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Triunfo Holding de Part. Ltda,60,Squadra Investimentos - Gestao de Recursos Ltda,5.2,Vinci Equities Gestora de Recursos Ltda,5,Joao Villar Garcia,1.4,Miguel Ferreira de Aguiar,1,Wilson Piovezan,1,Luiz Fernando Wolff de Carvalho,1.3,Antonio Jose Monteiro da F Queiroz,0,Allyrio de Jesus Dipp Filho,0,-,-
Tupy,ON,84683374000149,BR,ativo,634,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,TUPY3,BRTUPYACNOR1,12,3497845,1096631,2185548,439916,203384,Real,57139,3.5594602636,19.192337983,38.249671853,1.13652,4.1,4.5,BNDES - Banco Nac de Desenvol Economico e Social,34.9,Tempo Capital Principal FIA,33.2,Banque Safra Luxembourg S/A - Bco Safra,8.8,-,0.0,-,0.0,-,0.0,-,0.0,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,36,Bndespar - BNDES Participacoes SA,35.8,Fund Embratel de Seg Social/Telos,13,Instituto Aerus de Seguridade Socia,8.2,Tempo Capital Principal FIA,0,-,0,-,0.0,-,-,-,-,-,-
Ultrapar,ON,33256439000139,BR,ativo,1846,Indústria química,Química,Ação,Bovespa,UGPA3,BRUGPAACNOR8,12,13742739,5551067,48661304,3521703,848764,Real,536182,1.5805669683,10.352944419,90.617002769,0.94,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultra S/A Participacoes,24,Aberdeen Asset Management Plc,12.0,Parth Investiments Company,8,Previ Cx Prev Funcs Bco Brasil,5.8,Acoes em Tesouraria,2,-,-,-,-,-,-,-,-,-,-
Ultrapar,ON,33256439000139,BR,ativo,1846,Indústria química,Química,"ADR,etc (emp estrang)",NYSE,UGP,US90400P1012,12,13742739,5551067,48661304,3521703,848764,Real,536182,-,-,-,571,3.3,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ultra S/A Participacoes,24,Aberdeen Asset Management Plc,12.0,Parth Investiments Company,8,Previ Cx Prev Funcs Bco Brasil,5.8,Acoes em Tesouraria,2,-,-,-,-,-,-,-,-,-,-
Unicasa,ON,90441460000148,BR,ativo,2278,Indústria de móveis e afins,Outros,Ação,Bovespa,UCAS3,BRUCASACNOR1,12,258201,195739,294677,125885,57792,Real,5500,1.0147848993,3.4370324854,5.1743108002,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Unipar,ON,33958695000178,BR,ativo,1159,Indústria química,Química,Ação,Bovespa,UNIP3,BRUNIPACNOR7,12,889822,381293,345351,134103,4448,Real,835014,0.0053268567971,0.45663066727,0.41358707773,0,0.0,0.0,Luiz Barsi Filho,9.3,Victor Adler,2.1,Frank Geyer Abubakir,1.8,Maria Cecilia S. de Sampaio Geyer,0.7,Vinci Equities Gestora de Recursos Ltda,0.4,Maria Soares de Sampaio Geyer,0.3,Acoes em Tesouraria,0.1,Vila Velha S/A Admin e Participacao,0,-,0.0,-,-,Vila Velha S/A Admin e Participacao,57,Luiz Barsi Filho,10.4,Credit Suisse Hedging-Griffo C. V. S/A,8,Frank Geyer Abubakir,5.2,Maria Soares de Sampaio Geyer,5,Victor Adler,2,Vinci Equities Gestora de Recursos Ltda,1.0,-,0,-,0,-,-
Usiminas,ON,60894730000105,BR,ativo,1432,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,USIM3,BRUSIMACNOR3,12,33360425,17283793,11901959,1294168,233077,Real,987199,0.23609926418,17.507908586,12.05628939,0.136908,0.8,0.6,Cia Siderurgica Nacional,20.1,Acoes em Tesouraria,4.7,Previ Cx Prev Funcs Bco Brasil,1.3,Nippon Usiminas Co Ltd,0.6,Nippon Steel Corporation,0.1,-,0.0,-,0.0,-,0,-,0.0,-,0.0,Nippon Usiminas Co Ltd,24,Votorantim Investimentos Industriais S.A,13.0,VBC Energia SA,13,Cia Siderurgica Nacional,11.7,Previ Cx Prev Funcs Bco Brasil,10,Caixa Dos Empregados da Usiminas,10,Nippon Steel Corporation,3.7,Mitsubishi Corporation do Brasil S.A.,1,Acoes em Tesouraria,1,Metal One Corporation,0.2
Usin C Pinto,ON,44689123000157,BR,ativo,1222,Indústria de açúcar e produtos de confeitaria,Alimentos e Beb,Ação,Bovespa,UCOP3,BRUCOPACNOR8,9,1413196,952190,15324,15324,162517,Real,195000,0.92905641026,4.883025641,0.087938461539,0,-,-,Pedro Ometto S/A Adm e Part,38.5,Hyposwiss Banco Privado S/A,28.8,Jaime M Chalam,10.7,Aguassanta Participacoes S/A,8.6,-,-,-,-,-,-,-,-,-,-,-,-,Pedro Ometto S/A Adm e Part,100,Aguassanta Participacoes S/A,0.0,-,0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
V-Agro,ON,5799312000120,BR,ativo,2035,Outras outras indústrias,Outros,Ação,Bovespa,VAGR3,BRVAGRACNOR2,12,2824828,1289126,883272,66782,-187223,Real,2320145,-0.12734402013,0.55562303218,0.60077772148,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Octaviano Olavo Pivetta,27,Helio Seibel,10.7,Vila Rica I Fundo de Investimentos em Participacoes,10,Tiradentes Fundo de Investimento em Participacoes,5.6,-,-,-,-,-,-,-,-,-,-,-,-
Vale,ON,33592510000154,BR,ativo,417,Mineração de metais,Mineração,Ação,Bovespa,VALE3,BRVALEACNOR0,12,241783112,143475398,103195407,62706537,37813723,Real,5097292,7.2746502572,28.147376686,19.852858553,2.885361712,7.3,5.2,Acoes em Tesouraria,4.7,Bndespar - BNDES Participacoes SA,3.3,Valepar S.A.,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Valepar S.A.,53,Bndespar - BNDES Participacoes SA,6.7,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vale,ON,33592510000154,BR,ativo,417,Mineração de metais,Mineração,"ADR,etc (emp estrang)",NYSE,VALE,US91912E1055,12,241783112,143475398,103195407,62706537,37813723,Real,5097292,-,-,-,1732,8.1,5.0,Acoes em Tesouraria,4.7,Bndespar - BNDES Participacoes SA,3.3,Valepar S.A.,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Valepar S.A.,53,Bndespar - BNDES Participacoes SA,6.7,Acoes em Tesouraria,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
